#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_000350205.1	PRJDB66	SAMD00061050		na	652616	1773	Mycobacterium tuberculosis str. Erdman = ATCC 35801	strain=Erdman (ATCC35801)		latest	Complete Genome	Major	Full	2012/03/01	ASM35020v1	National Center for Global Health and Medicine	GCF_000350205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/205/GCA_000350205.1_ASM35020v1		
GCA_000364825.1	PRJNA193385	SAMN02603651		na	1306400	1773	Mycobacterium tuberculosis str. Beijing/NITR203	strain=Beijing/NITR203		latest	Complete Genome	Major	Full	2013/04/15	ASM36482v1	National Institute of Tuberculosis Research, Chennai, India	GCF_000364825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/825/GCA_000364825.1_ASM36482v1		
GCA_000364945.1	PRJNA181180	SAMN02470832	AOUF00000000.1	na	1274431	1773	Mycobacterium tuberculosis SP21	strain=SP21		latest	Scaffold	Major	Full	2013/04/15	Mycibacterium tuberculosis SP21 genome scaffolding	Research Institute of Physical-Chemical Medicine, Moscow, Russia	GCF_000364945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/945/GCA_000364945.1_Mycibacterium_tuberculosis_SP21_genome_scaffolding		
GCA_000372545.3	PRJNA185398	SAMN02471435	AOMG00000000.2	na	1279011	1773	Mycobacterium tuberculosis PR05	strain=PR05		latest	Contig	Minor	Full	2013/04/30	MTB PR05 version 2	Universiti Teknologi MARA	GCF_000372545.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/372/545/GCA_000372545.3_MTB_PR05_version_2		
GCA_000389905.1	PRJNA192916	SAMN02603650		na	1304279	1773	Mycobacterium tuberculosis str. Haarlem/NITR202	strain=Haarlem/NITR202		latest	Complete Genome	Major	Full	2013/05/08	ASM38990v1	National Institute of Tuberculosis Research, Chennai, India	GCF_000389905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/905/GCA_000389905.1_ASM38990v1	many frameshifted proteins	
GCA_000389925.1	PRJNA193386	SAMN02603652		na	1310114	1773	Mycobacterium tuberculosis CAS/NITR204	strain=CAS/NITR204		latest	Complete Genome	Major	Full	2013/05/08	ASM38992v1	National Institute of Tuberculosis Research, Chennai, India	GCF_000389925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/925/GCA_000389925.1_ASM38992v1	many frameshifted proteins	
GCA_000389945.1	PRJNA193387	SAMN02603653		na	1310115	1773	Mycobacterium tuberculosis EAI5/NITR206	strain=EAI5/NITR206		latest	Complete Genome	Major	Full	2013/05/08	ASM38994v1	National Institute of Tuberculosis Research, Chennai, India	GCF_000389945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/945/GCA_000389945.1_ASM38994v1		
GCA_000400615.1	PRJNA66069	SAMN02603646		na	443149	1773	Mycobacterium tuberculosis CCDC5079	strain=CCDC5079		latest	Complete Genome	Major	Full	2013/05/20	ASM40061v1	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention	GCF_000400615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/400/615/GCA_000400615.1_ASM40061v1		
GCA_000411895.1	PRJNA196573	SAMN02045564	AQQC00000000.1	na	1322343	1773	Mycobacterium tuberculosis EAI/OSDD271	strain=EAI/OSDD271		latest	Contig	Major	Full	2013/06/17	ASM41189v1	Open Source Drug Discovery	GCF_000411895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/895/GCA_000411895.1_ASM41189v1	many frameshifted proteins	
GCA_000417925.1	PRJNA206559	SAMN02471085	ATAS00000000.1	na	1341711	1773	Mycobacterium tuberculosis PanR0202	strain=PanR0202		latest	Chromosome	Major	Full	2013/07/09	fedora0202c	Texas A&M University	GCF_000417925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/417/925/GCA_000417925.1_fedora0202c		
GCA_000422125.1	PRJNA210717	SAMN02603180		na	1306414	1773	Mycobacterium tuberculosis EAI5	strain=EAI5	MUM101	latest	Complete Genome	Major	Full	2013/07/11	ASM42212v1	Department of Life Sciences, Mumbai University, Mumbai, India	GCF_000422125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/125/GCA_000422125.1_ASM42212v1		
GCA_000442795.1	PRJNA181126	SAMN02471068	ANNN00000000.1	na	1266446	1773	Mycobacterium tuberculosis PanR0704	strain=PanR0704		latest	Chromosome	Major	Full	2013/08/06	fedora0704i_IS	Texas A&M University	GCF_000442795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/795/GCA_000442795.1_fedora0704i_IS		
GCA_000442945.1	PRJNA182109	SAMN02471069	ANZG00000000.1	na	1262525	1773	Mycobacterium tuberculosis PanR0201	strain=PanR0201		latest	Chromosome	Major	Full	2013/08/06	fedora0201c_IS	Texas A&M University	GCF_000442945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/945/GCA_000442945.1_fedora0201c_IS		
GCA_000442965.1	PRJNA182111	SAMN02471108	ANZH00000000.1	na	1262526	1773	Mycobacterium tuberculosis PanR0802	strain=PanR0802		latest	Chromosome	Major	Full	2013/08/06	fedora0802c_IS	Texas A&M University	GCF_000442965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/965/GCA_000442965.1_fedora0802c_IS		
GCA_000443005.1	PRJNA182112	SAMN02471042	ANZI00000000.1	na	1262529	1773	Mycobacterium tuberculosis PanR1005	strain=PanR1005		latest	Chromosome	Major	Full	2013/08/06	fedora1005_IS	Texas A&M University	GCF_000443005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/005/GCA_000443005.1_fedora1005_IS		
GCA_000443305.1	PRJNA207751	SAMN02471063	ATML00000000.1	na	1344043	1773	Mycobacterium tuberculosis PanR0203	strain=PanR0203		latest	Chromosome	Major	Full	2013/08/08	fedora0203c_IS	Texas A&M University	GCF_000443305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/305/GCA_000443305.1_fedora0203c_IS		
GCA_000443325.1	PRJNA207752	SAMN02471103	ATMM00000000.1	na	1344044	1773	Mycobacterium tuberculosis PanR0205	strain=PanR0205		latest	Chromosome	Major	Full	2013/08/08	fedora0205e_IS	Texas A&M University	GCF_000443325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/325/GCA_000443325.1_fedora0205e_IS		
GCA_000443345.1	PRJNA207753	SAMN02471113	ATMN00000000.1	na	1344045	1773	Mycobacterium tuberculosis PanR0206	strain=PanR0206		latest	Chromosome	Major	Full	2013/08/08	fedora0206b_IS	Texas A&M University	GCF_000443345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/345/GCA_000443345.1_fedora0206b_IS		
GCA_000443365.1	PRJNA207755	SAMN02471064	ATMO00000000.1	na	1344047	1773	Mycobacterium tuberculosis PanR0208	strain=PanR0208		latest	Chromosome	Major	Full	2013/08/08	fedora0208e_IS	Texas A&M University	GCF_000443365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/365/GCA_000443365.1_fedora0208e_IS		
GCA_000443405.1	PRJNA207756	SAMN02471079	ATMP00000000.1	na	1344048	1773	Mycobacterium tuberculosis PanR0209	strain=PanR0209		latest	Chromosome	Major	Full	2013/08/08	fedora0209_IS	Texas A&M University	GCF_000443405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/405/GCA_000443405.1_fedora0209_IS		
GCA_000443425.1	PRJNA207754	SAMN02471065	ATMQ00000000.1	na	1344046	1773	Mycobacterium tuberculosis PanR0207	strain=PanR0207		latest	Chromosome	Major	Full	2013/08/08	fedora0207g_IS	Texas A&M University	GCF_000443425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/425/GCA_000443425.1_fedora0207g_IS		
GCA_000443445.1	PRJNA208605	SAMN02471067	ATDX00000000.1	na	1346765	1773	Mycobacterium tuberculosis PanR0412	strain=PanR0412		latest	Chromosome	Major	Full	2013/08/08	fedora0412_IS	Texas A&M University	GCF_000443445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/445/GCA_000443445.1_fedora0412_IS		
GCA_000443465.1	PRJNA208603	SAMN02471081	ATDZ00000000.1	na	1346767	1773	Mycobacterium tuberculosis PanR0410	strain=PanR0410		latest	Chromosome	Major	Full	2013/08/08	fedora0410_IS	Texas A&M University	GCF_000443465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/465/GCA_000443465.1_fedora0410_IS		
GCA_000443485.1	PRJNA208604	SAMN02471104	ATDY00000000.1	na	1346766	1773	Mycobacterium tuberculosis PanR0411	strain=PanR0411		latest	Chromosome	Major	Full	2013/08/08	fedora0411_IS	Texas A&M University	GCF_000443485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/485/GCA_000443485.1_fedora0411_IS		
GCA_000443505.1	PRJNA208602	SAMN02471070	ATEA00000000.1	na	1346768	1773	Mycobacterium tuberculosis PanR0409	strain=PanR0409		latest	Chromosome	Major	Full	2013/08/08	fedora0409_IS	Texas A&M University	GCF_000443505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/505/GCA_000443505.1_fedora0409_IS		
GCA_000443525.1	PRJNA208600	SAMN02471043	ATEB00000000.1	na	1346770	1773	Mycobacterium tuberculosis PanR0407	strain=PanR0407		latest	Chromosome	Major	Full	2013/08/08	fedora0407b_IS	Texas A&M University	GCF_000443525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/525/GCA_000443525.1_fedora0407b_IS		
GCA_000443545.1	PRJNA208599	SAMN02471044	ATEC00000000.1	na	1346771	1773	Mycobacterium tuberculosis PanR0405	strain=PanR0405		latest	Chromosome	Major	Full	2013/08/08	fedora0405c_IS	Texas A&M University	GCF_000443545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/545/GCA_000443545.1_fedora0405c_IS		
GCA_000443575.1	PRJNA208598	SAMN02471093	ATED00000000.1	na	1346772	1773	Mycobacterium tuberculosis PanR0404	strain=PanR0404		latest	Chromosome	Major	Full	2013/08/08	fedora0404_IS	Texas A&M University	GCF_000443575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/575/GCA_000443575.1_fedora0404_IS		
GCA_000443595.1	PRJNA208597	SAMN02471082	ATEE00000000.1	na	1346773	1773	Mycobacterium tuberculosis PanR0403	strain=PanR0403		latest	Chromosome	Major	Full	2013/08/08	fedora0403_IS	Texas A&M University	GCF_000443595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/595/GCA_000443595.1_fedora0403_IS		
GCA_000443615.1	PRJNA208596	SAMN02471045	ATEF00000000.1	na	1346774	1773	Mycobacterium tuberculosis PanR0402	strain=PanR0402		latest	Chromosome	Major	Full	2013/08/08	fedora0402_IS	Texas A&M University	GCF_000443615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/615/GCA_000443615.1_fedora0402_IS		
GCA_000443635.1	PRJNA208595	SAMN02471071	ATEG00000000.1	na	1346775	1773	Mycobacterium tuberculosis PanR0401	strain=PanR0401		latest	Chromosome	Major	Full	2013/08/08	fedora0401c_IS	Texas A&M University	GCF_000443635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/635/GCA_000443635.1_fedora0401c_IS		
GCA_000443655.1	PRJNA208585	SAMN02471083	ATEH00000000.1	na	1346776	1773	Mycobacterium tuberculosis PanR0317	strain=PanR0317		latest	Chromosome	Major	Full	2013/08/08	fedora0317b_IS	Texas A&M University	GCF_000443655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/655/GCA_000443655.1_fedora0317b_IS		
GCA_000443675.1	PRJNA208584	SAMN02471066	ATEI00000000.1	na	1346777	1773	Mycobacterium tuberculosis PanR0316	strain=PanR0316		latest	Chromosome	Major	Full	2013/08/08	fedora0316c_IS	Texas A&M University	GCF_000443675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/675/GCA_000443675.1_fedora0316c_IS		
GCA_000443695.1	PRJNA208583	SAMN02471046	ATEJ00000000.1	na	1346778	1773	Mycobacterium tuberculosis PanR0315	strain=PanR0315		latest	Chromosome	Major	Full	2013/08/08	fedora0315_IS	Texas A&M University	GCF_000443695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/695/GCA_000443695.1_fedora0315_IS		
GCA_000443715.1	PRJNA208582	SAMN02471109	ATEK00000000.1	na	1346779	1773	Mycobacterium tuberculosis PanR0314	strain=PanR0314		latest	Chromosome	Major	Full	2013/08/08	fedora0314e_IS	Texas A&M University	GCF_000443715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/715/GCA_000443715.1_fedora0314e_IS		
GCA_000443755.1	PRJNA208579	SAMN02471091	ATEN00000000.1	na	1346782	1773	Mycobacterium tuberculosis PanR0309	strain=PanR0309		latest	Chromosome	Major	Full	2013/08/08	fedora0309c_IS	Texas A&M University	GCF_000443755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/755/GCA_000443755.1_fedora0309c_IS		
GCA_000443795.1	PRJNA208581	SAMN02471105	ATEL00000000.1	na	1346780	1773	Mycobacterium tuberculosis PanR0313	strain=PanR0313		latest	Chromosome	Major	Full	2013/08/08	fedora0313c_IS	Texas A&M University	GCF_000443795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/795/GCA_000443795.1_fedora0313c_IS		
GCA_000443815.1	PRJNA208578	SAMN02471047	ATEO00000000.1	na	1346783	1773	Mycobacterium tuberculosis PanR0308	strain=PanR0308		latest	Chromosome	Major	Full	2013/08/08	fedora0308g_IS	Texas A&M University	GCF_000443815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/815/GCA_000443815.1_fedora0308g_IS		
GCA_000443835.1	PRJNA208577	SAMN02471080	ATEP00000000.1	na	1346784	1773	Mycobacterium tuberculosis PanR0307	strain=PanR0307		latest	Chromosome	Major	Full	2013/08/08	fedora0307c_IS	Texas A&M University	GCF_000443835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/835/GCA_000443835.1_fedora0307c_IS		
GCA_000443855.1	PRJNA208576	SAMN02471048	ATEQ00000000.1	na	1346785	1773	Mycobacterium tuberculosis PanR0306	strain=PanR0306		latest	Chromosome	Major	Full	2013/08/08	fedora0306b_IS	Texas A&M University	GCF_000443855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/855/GCA_000443855.1_fedora0306b_IS		
GCA_000443875.1	PRJNA208574	SAMN02471110	ATES00000000.1	na	1346787	1773	Mycobacterium tuberculosis PanR0304	strain=PanR0304		latest	Chromosome	Major	Full	2013/08/08	fedora0304b_IS	Texas A&M University	GCF_000443875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/875/GCA_000443875.1_fedora0304b_IS		
GCA_000443895.1	PRJNA208573	SAMN02471049	ATET00000000.1	na	1346788	1773	Mycobacterium tuberculosis PanR0301	strain=PanR0301		latest	Chromosome	Major	Full	2013/08/08	fedora0301c_IS	Texas A&M University	GCF_000443895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/895/GCA_000443895.1_fedora0301c_IS		
GCA_000443915.1	PRJNA208575	SAMN02471092	ATER00000000.1	na	1346786	1773	Mycobacterium tuberculosis PanR0305	strain=PanR0305		latest	Chromosome	Major	Full	2013/08/08	fedora0305_IS	Texas A&M University	GCF_000443915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/915/GCA_000443915.1_fedora0305_IS		
GCA_000443935.1	PRJNA208580	SAMN02471084	ATEM00000000.1	na	1346781	1773	Mycobacterium tuberculosis PanR0311	strain=PanR0311		latest	Chromosome	Major	Full	2013/08/08	fedora0311b_IS	Texas A&M University	GCF_000443935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/935/GCA_000443935.1_fedora0311b_IS		
GCA_000445245.1	PRJNA210047	SAMN02471050	ATRP00000000.1	na	1352570	1773	Mycobacterium tuberculosis PanR0501	strain=PanR0501		latest	Chromosome	Major	Full	2013/08/15	fedora0501_IS	Texas A&M University	GCF_000445245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/245/GCA_000445245.1_fedora0501_IS		
GCA_000445265.1	PRJNA210048	SAMN02471074	ATRQ00000000.1	na	1352571	1773	Mycobacterium tuberculosis PanR0503	strain=PanR0503		latest	Chromosome	Major	Full	2013/08/15	fedora0503_IS	Texas A&M University	GCF_000445265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/265/GCA_000445265.1_fedora0503_IS		
GCA_000445285.1	PRJNA210049	SAMN02471058	ATRR00000000.1	na	1352572	1773	Mycobacterium tuberculosis PanR0505	strain=PanR0505		latest	Chromosome	Major	Full	2013/08/15	fedora0505_IS	Texas A&M University	GCF_000445285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/285/GCA_000445285.1_fedora0505_IS		
GCA_000445305.1	PRJNA210050	SAMN02471075	ATRS00000000.1	na	1352573	1773	Mycobacterium tuberculosis PanR0601	strain=PanR0601		latest	Chromosome	Major	Full	2013/08/15	fedora0601c_IS	Texas A&M University	GCF_000445305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/305/GCA_000445305.1_fedora0601c_IS		
GCA_000445325.1	PRJNA210051	SAMN02471059	ATRT00000000.1	na	1352574	1773	Mycobacterium tuberculosis PanR0602	strain=PanR0602		latest	Chromosome	Major	Full	2013/08/15	fedora0602_IS	Texas A&M University	GCF_000445325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/325/GCA_000445325.1_fedora0602_IS		
GCA_000445345.1	PRJNA210052	SAMN02471094	ATRU00000000.1	na	1352575	1773	Mycobacterium tuberculosis PanR0603	strain=PanR0603		latest	Chromosome	Major	Full	2013/08/15	fedora0603_IS	Texas A&M University	GCF_000445345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/345/GCA_000445345.1_fedora0603_IS		
GCA_000445365.1	PRJNA210053	SAMN02471051	ATRV00000000.1	na	1352576	1773	Mycobacterium tuberculosis PanR0604	strain=PanR0604		latest	Chromosome	Major	Full	2013/08/15	fedora0604_IS	Texas A&M University	GCF_000445365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/365/GCA_000445365.1_fedora0604_IS		
GCA_000445515.1	PRJNA210054	SAMN02471060	ATRW00000000.1	na	1352577	1773	Mycobacterium tuberculosis PanR0605	strain=PanR0605		latest	Chromosome	Major	Full	2013/08/15	fedora0605_IS	Texas A&M University	GCF_000445515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/515/GCA_000445515.1_fedora0605_IS		
GCA_000445535.1	PRJNA210055	SAMN02471100	ATRX00000000.1	na	1352578	1773	Mycobacterium tuberculosis PanR0606	strain=PanR0606		latest	Chromosome	Major	Full	2013/08/15	fedora0606c_IS	Texas A&M University	GCF_000445535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/535/GCA_000445535.1_fedora0606c_IS		
GCA_000445555.1	PRJNA210056	SAMN02471061	ATRY00000000.1	na	1352579	1773	Mycobacterium tuberculosis PanR0607	strain=PanR0607		latest	Chromosome	Major	Full	2013/08/15	fedora0607c_IS	Texas A&M University	GCF_000445555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/555/GCA_000445555.1_fedora0607c_IS		
GCA_000445575.1	PRJNA210057	SAMN02471052	ATRZ00000000.1	na	1352580	1773	Mycobacterium tuberculosis PanR0609	strain=PanR0609		latest	Chromosome	Major	Full	2013/08/15	fedora0609c_IS	Texas A&M University	GCF_000445575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/575/GCA_000445575.1_fedora0609c_IS		
GCA_000445595.1	PRJNA210058	SAMN02471076	ATSA00000000.1	na	1352581	1773	Mycobacterium tuberculosis PanR0610	strain=PanR0610		latest	Chromosome	Major	Full	2013/08/15	fedora0610c_IS	Texas A&M University	GCF_000445595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/595/GCA_000445595.1_fedora0610c_IS		
GCA_000445615.1	PRJNA210059	SAMN02471111	ATSB00000000.1	na	1352582	1773	Mycobacterium tuberculosis PanR0611	strain=PanR0611		latest	Chromosome	Major	Full	2013/08/15	fedora0611c_IS	Texas A&M University	GCF_000445615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/615/GCA_000445615.1_fedora0611c_IS		
GCA_000445635.1	PRJNA210060	SAMN02471095	ATSC00000000.1	na	1352583	1773	Mycobacterium tuberculosis PanR0702	strain=PanR0702		latest	Chromosome	Major	Full	2013/08/15	fedora0702f_IS	Texas A&M University	GCF_000445635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/635/GCA_000445635.1_fedora0702f_IS		
GCA_000445655.1	PRJNA210061	SAMN02471101	ATSD00000000.1	na	1352584	1773	Mycobacterium tuberculosis PanR0703	strain=PanR0703		latest	Chromosome	Major	Full	2013/08/15	fedora0703c_IS	Texas A&M University	GCF_000445655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/655/GCA_000445655.1_fedora0703c_IS		
GCA_000445675.1	PRJNA210062	SAMN02471112	ATSE00000000.1	na	1352585	1773	Mycobacterium tuberculosis PanR0707	strain=PanR0707		latest	Chromosome	Major	Full	2013/08/15	fedora0707_IS	Texas A&M University	GCF_000445675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/675/GCA_000445675.1_fedora0707_IS		
GCA_000445695.1	PRJNA210063	SAMN02471102	ATSF00000000.1	na	1352586	1773	Mycobacterium tuberculosis PanR0708	strain=PanR0708		latest	Chromosome	Major	Full	2013/08/15	fedora0708c_IS	Texas A&M University	GCF_000445695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/695/GCA_000445695.1_fedora0708c_IS		
GCA_000445715.1	PRJNA210064	SAMN02471096	ATSG00000000.1	na	1352587	1773	Mycobacterium tuberculosis PanR0801	strain=PanR0801		latest	Chromosome	Major	Full	2013/08/15	fedora0801c_IS	Texas A&M University	GCF_000445715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/715/GCA_000445715.1_fedora0801c_IS		
GCA_000445735.1	PRJNA210065	SAMN02471062	ATSH00000000.1	na	1352588	1773	Mycobacterium tuberculosis PanR0803	strain=PanR0803		latest	Chromosome	Major	Full	2013/08/15	fedora0803c_IS	Texas A&M University	GCF_000445735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/735/GCA_000445735.1_fedora0803c_IS		
GCA_000445755.1	PRJNA210066	SAMN02471053	ATSI00000000.1	na	1352589	1773	Mycobacterium tuberculosis PanR0804	strain=PanR0804		latest	Chromosome	Major	Full	2013/08/15	fedora0804_IS	Texas A&M University	GCF_000445755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/755/GCA_000445755.1_fedora0804_IS		
GCA_000445775.1	PRJNA210067	SAMN02471054	ATSJ00000000.1	na	1352590	1773	Mycobacterium tuberculosis PanR0805	strain=PanR0805		latest	Chromosome	Major	Full	2013/08/15	fedora0805c_IS	Texas A&M University	GCF_000445775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/775/GCA_000445775.1_fedora0805c_IS		
GCA_000445795.1	PRJNA210068	SAMN02471077	ATSK00000000.1	na	1352591	1773	Mycobacterium tuberculosis PanR0902	strain=PanR0902		latest	Chromosome	Major	Full	2013/08/15	fedora0902c_IS	Texas A&M University	GCF_000445795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/795/GCA_000445795.1_fedora0902c_IS		
GCA_000445815.1	PRJNA210069	SAMN02471097	ATSL00000000.1	na	1352592	1773	Mycobacterium tuberculosis PanR0903	strain=PanR0903		latest	Chromosome	Major	Full	2013/08/15	fedora0903_IS	Texas A&M University	GCF_000445815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/815/GCA_000445815.1_fedora0903_IS		
GCA_000445835.1	PRJNA210070	SAMN02471078	ATSM00000000.1	na	1352593	1773	Mycobacterium tuberculosis PanR0904	strain=PanR0904		latest	Chromosome	Major	Full	2013/08/15	fedora0904_IS	Texas A&M University	GCF_000445835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/835/GCA_000445835.1_fedora0904_IS		
GCA_000445855.1	PRJNA210071	SAMN02471073	ATSN00000000.1	na	1352594	1773	Mycobacterium tuberculosis PanR0906	strain=PanR0906		latest	Chromosome	Major	Full	2013/08/15	fedora0906c_IS	Texas A&M University	GCF_000445855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/855/GCA_000445855.1_fedora0906c_IS		
GCA_000445875.1	PRJNA210072	SAMN02471098	ATSO00000000.1	na	1352595	1773	Mycobacterium tuberculosis PanR0907	strain=PanR0907		latest	Chromosome	Major	Full	2013/08/15	fedora0907c_IS	Texas A&M University	GCF_000445875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/875/GCA_000445875.1_fedora0907c_IS		
